,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
584,5583199,316001251,2019-01-01 18:10:06,49.1937,-123.95538,0.0,219.8
585,5588208,316001251,2019-01-01 18:11:37,49.1937,-123.95538,0.0,315.2
586,5601131,316001251,2019-01-01 18:12:46,49.1937,-123.95538,0.0,113.2
587,5608409,316001251,2019-01-01 18:14:06,49.1937,-123.95538,0.0,359.7
588,5614520,316001251,2019-01-01 18:15:18,49.1937,-123.95538,0.0,170.6
589,5620329,316001251,2019-01-01 18:16:27,49.1937,-123.95538,0.0,246.2
590,5624715,316001251,2019-01-01 18:17:38,49.1937,-123.95538,0.0,96.1
593,5652329,316001251,2019-01-01 18:18:46,49.1937,-123.95538,0.0,12.4
591,5638923,316001251,2019-01-01 18:20:07,49.1937,-123.95538,0.0,210.3
592,5645771,316001251,2019-01-01 18:21:27,49.1937,-123.95538,0.0,319.6
594,5654893,316001251,2019-01-01 18:22:38,49.1937,-123.95538,0.0,73.0
595,5663648,316001251,2019-01-01 18:24:07,49.1937,-123.95538,0.0,328.7
596,5668936,316001251,2019-01-01 18:25:27,49.1937,-123.95538,0.0,263.2
597,5678896,316001251,2019-01-01 18:26:47,49.1937,-123.95538,0.0,57.1
598,5682725,316001251,2019-01-01 18:28:07,49.1937,-123.95538,0.0,291.4
601,5703837,316001251,2019-01-01 18:29:28,49.1937,-123.95538,0.0,191.8
599,5700852,316001251,2019-01-01 18:30:46,49.1937,-123.95538,0.0,273.3
600,5703753,316001251,2019-01-01 18:31:58,49.1937,-123.95538,0.0,109.2
602,5713656,316001251,2019-01-01 18:33:17,49.1937,-123.95538,0.0,260.2
603,5720013,316001251,2019-01-01 18:34:36,49.1937,-123.95538,0.0,223.1
604,5724978,316001251,2019-01-01 18:35:46,49.1937,-123.95538,0.0,140.2
608,5755637,316001251,2019-01-01 18:36:56,49.1937,-123.95538,0.0,86.1
610,5764789,316001251,2019-01-01 18:38:18,49.1937,-123.95538,0.0,289.4
605,5745785,316001251,2019-01-01 18:39:45,49.19446,-123.95556,0.0,247.6
606,5751193,316001251,2019-01-01 18:40:46,49.19445,-123.95556,0.0,75.0
607,5754292,316001251,2019-01-01 18:41:57,49.19446,-123.95549,0.1,74.3
609,5761989,316001251,2019-01-01 18:42:58,49.19458,-123.95545,2.5,5.5
611,5778658,316001251,2019-01-01 18:44:57,49.1994,-123.95487,14.1,15.9
612,5784106,316001251,2019-01-01 18:46:03,49.20292,-123.95061,16.1,58.8
613,5789068,316001251,2019-01-01 18:47:21,49.20582,-123.94202,18.6,63.0
614,5795575,316001251,2019-01-01 18:48:27,49.20849,-123.93415,19.2,60.2
615,5802505,316001251,2019-01-01 18:49:33,49.21153,-123.92642,19.3,60.3
618,5824188,316001251,2019-01-01 18:50:57,49.2154,-123.91656,19.6,58.0
616,5810576,316001251,2019-01-01 18:52:04,49.21847,-123.90856,19.4,59.1
617,5816284,316001251,2019-01-01 18:53:09,49.22153,-123.90092,19.5,59.5
619,5829157,316001251,2019-01-01 18:54:11,49.22391,-123.89313,19.1,76.1
620,5833395,316001251,2019-01-01 18:55:22,49.22513,-123.88381,19.2,77.7
621,5842855,316001251,2019-01-01 18:56:27,49.22627,-123.87505,19.5,78.5
622,5846473,316001251,2019-01-01 18:57:33,49.2275,-123.86619,19.4,78.8
623,5848890,316001251,2019-01-01 18:58:39,49.22871,-123.85732,19.4,76.6
624,5857921,316001251,2019-01-01 18:59:45,49.22995,-123.84833,19.4,78.4
625,5860894,316001251,2019-01-01 19:00:03,49.23028,-123.84606,19.3,77.1
626,5865738,316001251,2019-01-01 19:01:04,49.23144,-123.83786,19.5,78.9
627,5868922,316001251,2019-01-01 19:02:09,49.2327,-123.82912,19.5,77.0
628,5876566,316001251,2019-01-01 19:03:27,49.23414,-123.81859,19.4,76.9
629,5886300,316001251,2019-01-01 19:04:33,49.23542,-123.80971,19.5,78.9
630,5891106,316001251,2019-01-01 19:05:34,49.23659,-123.80151,19.4,76.8
635,5920080,316001251,2019-01-01 19:06:39,49.23779,-123.79273,19.4,77.8
632,5906725,316001251,2019-01-01 19:08:09,49.23955,-123.78048,19.5,78.3
631,5906697,316001251,2019-01-01 19:09:10,49.24074,-123.77244,19.4,77.1
633,5915896,316001251,2019-01-01 19:10:15,49.24196,-123.76353,19.4,77.1
634,5918917,316001251,2019-01-01 19:11:16,49.2432,-123.75546,19.6,78.3
636,5925646,316001251,2019-01-01 19:12:33,49.24472,-123.74508,19.6,76.8
637,5930920,316001251,2019-01-01 19:13:45,49.24609,-123.73523,19.4,77.0
638,5943430,316001251,2019-01-01 19:14:51,49.24742,-123.72652,19.5,78.6
639,5951120,316001251,2019-01-01 19:15:57,49.24874,-123.71754,19.4,76.3
640,5956981,316001251,2019-01-01 19:17:09,49.25008,-123.70798,19.4,77.5
641,5961149,316001251,2019-01-01 19:18:15,49.25144,-123.69901,19.5,78.4
642,5964663,316001251,2019-01-01 19:19:27,49.25287,-123.68948,19.4,76.3
643,5970785,316001251,2019-01-01 19:20:33,49.25414,-123.6806,19.3,76.7
644,5980962,316001251,2019-01-01 19:21:45,49.2559,-123.67107,19.6,75.2
645,5987671,316001251,2019-01-01 19:22:52,49.25751,-123.66213,19.4,73.2
646,5991524,316001251,2019-01-01 19:23:57,49.25905,-123.65349,19.4,75.4
647,6002919,316001251,2019-01-01 19:25:16,49.26099,-123.64308,19.4,74.6
648,6007045,316001251,2019-01-01 19:26:33,49.26281,-123.63286,19.3,73.5
650,6028192,316001251,2019-01-01 19:27:39,49.26438,-123.62394,19.4,75.4
649,6017699,316001251,2019-01-01 19:28:40,49.26584,-123.61599,19.4,74.9
654,6045312,316001251,2019-01-01 19:29:45,49.26729,-123.60732,19.4,75.0
651,6029889,316001251,2019-01-01 19:30:57,49.26918,-123.59791,19.4,71.1
652,6036048,316001251,2019-01-01 19:32:03,49.27093,-123.58921,19.4,72.9
653,6043513,316001251,2019-01-01 19:33:15,49.27291,-123.5798,19.4,73.6
655,6048741,316001251,2019-01-01 19:34:21,49.27468,-123.57113,19.4,72.2
656,6062506,316001251,2019-01-01 19:35:27,49.27643,-123.56247,19.3,72.2
657,6064330,316001251,2019-01-01 19:36:39,49.27836,-123.55302,19.4,72.2
658,6070786,316001251,2019-01-01 19:37:52,49.28039,-123.54348,19.4,72.8
659,6080210,316001251,2019-01-01 19:39:03,49.28242,-123.53425,19.4,72.3
660,6080529,316001251,2019-01-01 19:40:10,49.28428,-123.52553,19.3,70.6
661,6088858,316001251,2019-01-01 19:41:15,49.28606,-123.51704,19.4,72.1
662,6095411,316001251,2019-01-01 19:42:28,49.28811,-123.50752,19.5,73.2
663,6096258,316001251,2019-01-01 19:43:33,49.28986,-123.49899,19.4,72.0
664,6101414,316001251,2019-01-01 19:44:39,49.29161,-123.49032,19.4,71.8
665,6114386,316001251,2019-01-01 19:45:45,49.29331,-123.48166,19.2,73.2
666,6119855,316001251,2019-01-01 19:46:51,49.29509,-123.47291,19.4,74.3
667,6127069,316001251,2019-01-01 19:47:58,49.2967,-123.46423,19.3,73.2
668,6129678,316001251,2019-01-01 19:49:09,49.29844,-123.45485,19.4,74.4
669,6137340,316001251,2019-01-01 19:50:28,49.30049,-123.44449,19.3,70.9
670,6144541,316001251,2019-01-01 19:51:39,49.30279,-123.43522,19.6,70.0
671,6148820,316001251,2019-01-01 19:52:45,49.30489,-123.42685,19.4,67.0
672,6155094,316001251,2019-01-01 19:53:51,49.30711,-123.4183,19.4,68.5
673,6168125,316001251,2019-01-01 19:54:58,49.30937,-123.40995,19.3,66.4
674,6171385,316001251,2019-01-01 19:56:03,49.31159,-123.40155,19.3,67.5
675,6175901,316001251,2019-01-01 19:57:04,49.31367,-123.39393,19.5,68.4
676,6182868,316001251,2019-01-01 19:58:09,49.3159,-123.38551,19.4,67.3
677,6188023,316001251,2019-01-01 19:59:22,49.3183,-123.37628,19.4,67.5
678,6196151,316001251,2019-01-01 20:00:10,49.31995,-123.37014,19.5,68.6
679,6199983,316001251,2019-01-01 20:01:13,49.32278,-123.36278,18.7,42.2
680,6206969,316001251,2019-01-01 20:02:16,49.3274,-123.35818,19.6,32.1
681,6210173,316001251,2019-01-01 20:03:22,49.33235,-123.35299,19.5,35.9
682,6215737,316001251,2019-01-01 20:04:39,49.33803,-123.34691,19.5,36.4
683,6227324,316001251,2019-01-01 20:05:45,49.34291,-123.34143,19.4,35.3
684,6231353,316001251,2019-01-01 20:06:51,49.34768,-123.33611,19.2,37.2
685,6236796,316001251,2019-01-01 20:07:52,49.3519,-123.33133,18.7,35.4
686,6243592,316001251,2019-01-01 20:08:58,49.35649,-123.32611,18.6,37.5
687,6247978,316001251,2019-01-01 20:10:03,49.36097,-123.32103,18.5,35.9
689,6279450,316001251,2019-01-01 20:11:09,49.36552,-123.31588,18.4,36.3
690,6280207,316001251,2019-01-01 20:12:16,49.37013,-123.31069,18.4,35.6
691,6280954,316001251,2019-01-01 20:13:21,49.37456,-123.30572,16.5,36.6
688,6270566,316001251,2019-01-01 20:14:28,49.37815,-123.30159,14.1,37.0
692,6282503,316001251,2019-01-01 20:15:39,49.38198,-123.29717,14.8,36.8
693,6290480,316001251,2019-01-01 20:16:41,49.38507,-123.29244,15.7,57.9
694,6292277,316001251,2019-01-01 20:17:46,49.38635,-123.28557,14.3,86.4
695,6300276,316001251,2019-01-01 20:18:51,49.38653,-123.28012,10.4,87.0
697,6321266,316001251,2019-01-01 20:19:55,49.3859,-123.27539,10.9,120.0
701,6334281,316001251,2019-01-01 20:21:04,49.38327,-123.27165,11.5,155.1
696,6313553,316001251,2019-01-01 20:22:11,49.38014,-123.27091,8.8,180.3
698,6322669,316001251,2019-01-01 20:23:27,49.37762,-123.27117,5.3,184.8
699,6325312,316001251,2019-01-01 20:24:28,49.37676,-123.27139,2.2,189.3
700,6330569,316001251,2019-01-01 20:25:38,49.37633,-123.27149,0.7,182.4
702,6347048,316001251,2019-01-01 20:26:47,49.37623,-123.27149,0.1,123.4
703,6350062,316001251,2019-01-01 20:28:07,49.37622,-123.27148,0.0,82.0
704,6355868,316001251,2019-01-01 20:29:08,49.37622,-123.27147,0.0,29.1
705,6367163,316001251,2019-01-01 20:30:18,49.37622,-123.27147,0.0,117.2
706,6368580,316001251,2019-01-01 20:31:27,49.37622,-123.27147,0.0,61.5
707,6376958,316001251,2019-01-01 20:33:07,49.37622,-123.27148,0.0,174.9
708,6383260,316001251,2019-01-01 20:34:27,49.37622,-123.27148,0.0,155.5
709,6387063,316001251,2019-01-01 20:35:47,49.37622,-123.27147,0.0,50.7
710,6402013,316001251,2019-01-01 20:37:18,49.37622,-123.27147,0.0,159.6
711,6405741,316001251,2019-01-01 20:38:27,49.37622,-123.27147,0.0,24.6
716,6443714,316001251,2019-01-01 20:39:47,49.37622,-123.27147,0.0,134.3
712,6420204,316001251,2019-01-01 20:40:57,49.37622,-123.27147,0.0,84.6
713,6424072,316001251,2019-01-01 20:42:07,49.37621,-123.27147,0.0,24.6
714,6432540,316001251,2019-01-01 20:43:48,49.37622,-123.27147,0.0,226.1
715,6438800,316001251,2019-01-01 20:45:08,49.37622,-123.27146,0.0,311.0
717,6453421,316001251,2019-01-01 20:46:18,49.37622,-123.27146,0.0,351.4
718,6456853,316001251,2019-01-01 20:47:28,49.37622,-123.27146,0.0,56.7
719,6464688,316001251,2019-01-01 20:49:08,49.37622,-123.27146,0.0,144.3
723,6500631,316001251,2019-01-01 20:50:37,49.37622,-123.27146,0.0,317.1
720,6478647,316001251,2019-01-01 20:52:08,49.37622,-123.27146,0.0,292.8
721,6489062,316001251,2019-01-01 20:53:36,49.37622,-123.27147,0.0,20.5
722,6494597,316001251,2019-01-01 20:55:17,49.37622,-123.27147,0.0,49.6
724,6502256,316001251,2019-01-01 20:56:36,49.37622,-123.27147,0.0,306.5
725,6514819,316001251,2019-01-01 20:57:58,49.37622,-123.27147,0.0,71.0
726,6521204,316001251,2019-01-01 20:59:16,49.37621,-123.27147,0.0,44.2
727,6530953,316001251,2019-01-01 21:00:16,49.37621,-123.27147,0.0,186.9
728,6536360,316001251,2019-01-01 21:01:57,49.37622,-123.27147,0.0,306.0
729,6542553,316001251,2019-01-01 21:03:07,49.37622,-123.27147,0.0,148.6
730,6547938,316001251,2019-01-01 21:04:10,49.37699,-123.27142,0.0,19.5
732,6566696,316001251,2019-01-01 21:05:28,49.377,-123.27149,0.2,269.0
731,6561804,316001251,2019-01-01 21:06:37,49.37711,-123.27152,2.2,2.5
733,6572590,316001251,2019-01-01 21:08:08,49.38059,-123.27111,13.8,2.8
734,6577786,316001251,2019-01-01 21:09:11,49.38465,-123.273,15.6,318.0
735,6581032,316001251,2019-01-01 21:10:13,49.38648,-123.27952,17.2,274.2
736,6587411,316001251,2019-01-01 21:11:17,49.38569,-123.28762,19.2,252.3
737,6592289,316001251,2019-01-01 21:12:27,49.38289,-123.29629,19.7,236.1
738,6598401,316001251,2019-01-01 21:13:29,49.37916,-123.303,19.8,223.6
739,6601519,316001251,2019-01-01 21:14:39,49.37417,-123.30866,17.0,210.8
740,6610952,316001251,2019-01-01 21:15:53,49.37021,-123.31196,11.7,208.4
741,6615402,316001251,2019-01-01 21:17:03,49.36655,-123.31504,14.5,207.6
742,6627811,316001251,2019-01-01 21:18:06,49.36234,-123.31861,18.3,208.8
743,6632399,316001251,2019-01-01 21:19:18,49.35673,-123.32336,19.7,209.4
744,6638026,316001251,2019-01-01 21:20:27,49.35117,-123.32802,19.9,209.7
745,6644920,316001251,2019-01-01 21:21:29,49.34621,-123.33232,19.5,215.5
746,6651309,316001251,2019-01-01 21:22:39,49.34193,-123.33956,19.8,228.7
747,6656341,316001251,2019-01-01 21:23:41,49.33824,-123.34606,19.9,228.8
748,6661116,316001251,2019-01-01 21:24:51,49.3339,-123.35361,19.9,229.2
749,6670535,316001251,2019-01-01 21:25:53,49.33033,-123.36042,19.5,240.3
750,6671741,316001251,2019-01-01 21:27:00,49.32775,-123.36877,19.8,249.7
751,6676524,316001251,2019-01-01 21:28:03,49.32608,-123.37731,20.2,252.9
752,6688059,316001251,2019-01-01 21:29:05,49.32449,-123.38598,20.2,254.1
755,6705267,316001251,2019-01-01 21:30:15,49.32273,-123.39562,20.2,254.2
753,6698091,316001251,2019-01-01 21:31:18,49.32117,-123.40416,20.1,255.2
754,6704279,316001251,2019-01-01 21:32:27,49.31947,-123.41368,20.2,254.2
756,6709604,316001251,2019-01-01 21:33:29,49.31795,-123.42223,20.2,253.8
757,6717356,316001251,2019-01-01 21:34:39,49.31618,-123.43189,20.2,254.8
758,6737370,316001251,2019-01-01 21:35:41,49.31454,-123.44056,20.1,254.2
759,6738149,316001251,2019-01-01 21:36:51,49.31267,-123.45019,20.3,253.3
760,6738852,316001251,2019-01-01 21:37:54,49.31103,-123.4587,20.2,252.2
761,6744170,316001251,2019-01-01 21:39:04,49.30914,-123.46826,20.2,252.8
762,6747938,316001251,2019-01-01 21:40:05,49.30757,-123.47663,20.0,259.4
763,6753351,316001251,2019-01-01 21:41:15,49.3065,-123.48643,20.1,260.8
764,6760309,316001251,2019-01-01 21:42:17,49.30552,-123.49512,20.0,261.0
765,6764450,316001251,2019-01-01 21:43:29,49.30443,-123.50533,20.0,261.3
766,6771795,316001251,2019-01-01 21:44:39,49.3034,-123.51512,20.0,261.3
767,6773779,316001251,2019-01-01 21:45:42,49.30254,-123.52379,19.9,261.2
768,6781548,316001251,2019-01-01 21:46:51,49.30161,-123.53352,19.8,261.1
769,6795676,316001251,2019-01-01 21:47:53,49.30082,-123.5421,19.7,260.9
770,6798252,316001251,2019-01-01 21:49:05,49.29987,-123.55202,19.6,260.8
771,6804705,316001251,2019-01-01 21:50:15,49.29894,-123.56163,19.6,261.5
772,6811800,316001251,2019-01-01 21:51:16,49.29812,-123.56985,19.5,262.5
773,6820460,316001251,2019-01-01 21:52:17,49.29657,-123.57795,19.3,238.5
774,6822950,316001251,2019-01-01 21:53:27,49.29341,-123.5861,19.5,239.7
775,6828256,316001251,2019-01-01 21:54:29,49.29088,-123.59371,19.5,242.9
776,6835588,316001251,2019-01-01 21:55:40,49.28806,-123.60251,19.5,244.6
777,6840721,316001251,2019-01-01 21:56:51,49.28519,-123.61128,19.4,244.0
778,6845015,316001251,2019-01-01 21:57:54,49.28268,-123.61906,19.5,242.5
779,6850967,316001251,2019-01-01 21:59:04,49.27988,-123.6277,19.5,243.1
780,6862195,316001251,2019-01-01 22:00:27,49.27653,-123.63805,19.5,242.7
781,6866494,316001251,2019-01-01 22:01:29,49.27412,-123.64557,19.3,244.5
782,6874987,316001251,2019-01-01 22:02:40,49.2713,-123.65428,19.3,245.1
783,6879836,316001251,2019-01-01 22:03:42,49.26898,-123.66196,19.1,249.0
785,6886609,316001251,2019-01-01 22:04:51,49.26678,-123.67073,19.3,249.2
784,6881814,316001251,2019-01-01 22:05:53,49.26479,-123.67864,19.2,249.0
786,6896789,316001251,2019-01-01 22:07:03,49.26252,-123.6877,19.4,248.5
787,6901824,316001251,2019-01-01 22:08:05,49.26058,-123.6955,19.4,247.5
788,6905058,316001251,2019-01-01 22:09:16,49.25791,-123.70437,19.3,246.0
789,6915607,316001251,2019-01-01 22:10:17,49.25554,-123.71205,19.3,245.1
790,6923765,316001251,2019-01-01 22:11:27,49.25294,-123.72062,19.4,244.2
791,6925553,316001251,2019-01-01 22:12:30,49.25058,-123.72844,19.3,245.9
792,6932819,316001251,2019-01-01 22:13:39,49.24795,-123.73715,19.3,246.2
793,6938022,316001251,2019-01-01 22:14:42,49.24579,-123.74494,18.9,255.6
794,6944421,316001251,2019-01-01 22:16:03,49.24441,-123.75587,19.4,259.4
795,6946684,316001251,2019-01-01 22:17:05,49.24343,-123.76415,19.6,258.8
797,6966406,316001251,2019-01-01 22:18:18,49.24227,-123.77409,19.6,260.0
796,6962031,316001251,2019-01-01 22:19:39,49.24096,-123.7853,19.6,260.1
798,6974852,316001251,2019-01-01 22:20:51,49.23978,-123.79515,19.6,260.7
799,6978542,316001251,2019-01-01 22:22:03,49.23861,-123.80503,19.7,260.4
800,6983006,316001251,2019-01-01 22:23:15,49.23746,-123.81493,19.8,259.5
801,6993533,316001251,2019-01-01 22:24:30,49.23629,-123.82513,19.8,259.1
802,7000942,316001251,2019-01-01 22:25:53,49.23497,-123.83668,19.8,259.5
803,7004066,316001251,2019-01-01 22:27:03,49.23389,-123.84629,19.7,259.9
804,7008106,316001251,2019-01-01 22:28:05,49.23279,-123.85461,19.7,253.4
805,7014780,316001251,2019-01-01 22:29:17,49.23078,-123.86433,19.8,251.7
806,7026162,316001251,2019-01-01 22:30:28,49.22884,-123.87364,19.7,252.5
807,7031471,316001251,2019-01-01 22:31:29,49.22707,-123.88187,19.7,253.7
808,7036412,316001251,2019-01-01 22:32:39,49.22516,-123.89107,19.7,253.1
809,7041501,316001251,2019-01-01 22:33:42,49.22345,-123.89946,19.7,248.7
814,7077538,316001251,2019-01-01 22:34:45,49.22009,-123.90658,19.5,226.8
810,7052303,316001251,2019-01-01 22:35:52,49.21596,-123.91319,19.6,226.2
811,7057279,316001251,2019-01-01 22:36:53,49.2124,-123.91955,19.0,240.7
812,7063970,316001251,2019-01-01 22:38:03,49.21002,-123.92844,19.5,248.1
813,7071522,316001251,2019-01-01 22:39:53,49.20627,-123.94232,19.1,245.5
815,7085424,316001251,2019-01-01 22:41:29,49.2035,-123.95111,11.3,242.9
818,7106837,316001251,2019-01-01 22:42:33,49.20109,-123.95477,11.6,204.1
816,7097174,316001251,2019-01-01 22:43:54,49.19726,-123.95538,8.0,178.8
817,7101344,316001251,2019-01-01 22:45:00,49.19524,-123.95536,5.4,178.6
819,7108017,316001251,2019-01-01 22:46:22,49.19396,-123.95537,1.4,179.9
820,7119720,316001251,2019-01-01 22:48:21,49.1937,-123.95538,0.0,35.4
821,7123898,316001251,2019-01-01 22:49:32,49.1937,-123.95538,0.0,135.4
822,7131868,316001251,2019-01-01 22:50:42,49.1937,-123.95538,0.0,168.2
823,7144323,316001251,2019-01-01 22:52:21,49.1937,-123.95538,0.0,214.5
824,7153790,316001251,2019-01-01 22:54:11,49.1937,-123.95538,0.0,194.6
825,7161732,316001251,2019-01-01 22:55:40,49.1937,-123.95538,0.0,133.1
828,7192131,316001251,2019-01-01 22:56:41,49.1937,-123.95538,0.0,63.6
826,7177535,316001251,2019-01-01 22:58:41,49.19371,-123.95538,0.0,264.5
827,7185865,316001251,2019-01-01 23:00:41,49.19371,-123.95539,0.0,76.3
829,7200774,316001251,2019-01-01 23:02:42,49.19371,-123.95539,0.0,200.5
830,7212220,316001251,2019-01-01 23:04:42,49.19371,-123.95538,0.0,65.0
831,7218516,316001251,2019-01-01 23:06:00,49.19371,-123.95539,0.0,106.5
832,7225912,316001251,2019-01-01 23:07:10,49.19371,-123.95539,0.0,302.1
833,7231852,316001251,2019-01-01 23:08:32,49.19371,-123.95539,0.0,269.7
834,7239194,316001251,2019-01-01 23:09:42,49.19371,-123.95539,0.0,317.0
835,7243715,316001251,2019-01-01 23:10:52,49.19371,-123.95539,0.0,40.6
836,7247972,316001251,2019-01-01 23:12:01,49.19371,-123.95539,0.0,177.8
837,7260494,316001251,2019-01-01 23:13:40,49.1937,-123.95539,0.0,341.1
838,7266928,316001251,2019-01-01 23:14:41,49.1937,-123.95539,0.0,70.8
839,7273494,316001251,2019-01-01 23:16:10,49.1937,-123.95539,0.0,122.6
840,7281651,316001251,2019-01-01 23:17:32,49.1937,-123.95539,0.0,278.2
843,7307145,316001251,2019-01-01 23:18:50,49.1937,-123.95539,0.0,1.6
841,7294118,316001251,2019-01-01 23:20:28,49.19445,-123.95556,0.0,232.9
842,7295866,316001251,2019-01-01 23:21:42,49.19445,-123.95556,0.0,109.1
844,7312561,316001251,2019-01-01 23:23:11,49.19522,-123.95552,6.0,359.7
845,7317922,316001251,2019-01-01 23:24:17,49.19837,-123.95555,13.9,6.7
846,7323564,316001251,2019-01-01 23:25:21,49.20238,-123.95244,16.7,46.6
847,7331077,316001251,2019-01-01 23:27:15,49.20721,-123.93953,19.0,62.7
848,7339141,316001251,2019-01-01 23:28:21,49.21002,-123.93155,19.3,58.5
849,7343044,316001251,2019-01-01 23:29:27,49.2131,-123.92397,19.1,60.1
850,7350465,316001251,2019-01-01 23:30:33,49.2163,-123.9161,19.6,58.1
851,7356185,316001251,2019-01-01 23:31:39,49.21937,-123.90832,19.3,57.7
852,7367542,316001251,2019-01-01 23:32:40,49.22215,-123.90117,19.2,66.0
853,7371615,316001251,2019-01-01 23:34:09,49.22393,-123.88945,19.0,77.9
854,7376748,316001251,2019-01-01 23:35:27,49.22532,-123.87905,19.3,79.2
855,7381695,316001251,2019-01-01 23:36:33,49.22655,-123.87024,19.4,77.5
856,7386563,316001251,2019-01-01 23:37:35,49.22803,-123.86222,18.9,64.4
857,7393941,316001251,2019-01-01 23:38:39,49.23061,-123.8544,19.6,64.4
858,7396570,316001251,2019-01-01 23:39:52,49.23355,-123.84555,19.4,62.6
859,7402868,316001251,2019-01-01 23:40:57,49.2361,-123.83759,17.1,63.2
860,7408789,316001251,2019-01-01 23:42:03,49.23822,-123.83121,14.2,63.8
861,7416369,316001251,2019-01-01 23:43:04,49.23991,-123.82599,13.4,62.8
862,7425210,316001251,2019-01-01 23:44:09,49.24174,-123.82061,13.0,65.5
863,7431164,316001251,2019-01-01 23:45:15,49.24323,-123.81486,13.0,70.5
864,7439463,316001251,2019-01-01 23:46:27,49.24438,-123.80749,17.6,80.9
865,7441365,316001251,2019-01-01 23:47:33,49.24517,-123.79866,19.3,82.0
866,7446598,316001251,2019-01-01 23:48:40,49.24586,-123.78965,19.4,84.4
867,7450224,316001251,2019-01-01 23:49:45,49.24656,-123.78074,19.2,82.1
868,7454806,316001251,2019-01-01 23:50:58,49.24752,-123.77108,19.1,77.7
870,7479126,316001251,2019-01-01 23:52:09,49.24877,-123.76157,19.3,78.7
869,7474412,316001251,2019-01-01 23:53:27,49.25029,-123.75101,19.4,78.6
871,7480773,316001251,2019-01-01 23:54:39,49.25154,-123.74148,19.3,77.5
872,7485468,316001251,2019-01-01 23:55:45,49.25273,-123.73248,19.4,79.3
873,7492358,316001251,2019-01-01 23:56:51,49.25394,-123.7238,19.3,77.6
874,7495300,316001251,2019-01-01 23:57:57,49.25507,-123.71491,19.3,78.5
875,7504627,316001251,2019-01-01 23:59:03,49.25631,-123.7061,19.4,78.9
